ae train,ae test,ae mel,ae perc,ae kld,beta,lr
1.6149625,1.6125464,0.08842553,0.55755943,5.519851,0.0,9.985600000000001e-06
1.6136909,1.6124074,0.088306054,0.5571703,5.7023406,0.0,9.985600000000001e-06
1.6125162,1.617806,0.08819631,0.55681014,5.8778214,0.0,9.985600000000001e-06
1.6117157,1.6090305,0.0881269,0.5565594,6.0556364,0.0,9.985600000000001e-06
1.6105707,1.6189995,0.088009015,0.5562192,6.230619,0.0,9.985600000000001e-06
1.6097587,1.6097795,0.087934755,0.5559687,6.4054303,0.0,9.985600000000001e-06
1.6088266,1.6157812,0.08787335,0.5556574,6.5818048,0.0,9.985600000000001e-06
1.6082717,1.6162604,0.08780553,0.5555032,6.762607,0.0,9.985600000000001e-06
1.6073968,1.6119978,0.087710805,0.5552479,6.9488525,0.0,9.985600000000001e-06
1.6067405,1.604317,0.08765143,0.5550448,7.1345005,0.0,9.985600000000001e-06
1.6061633,1.6134124,0.087609135,0.5548562,7.3219266,0.0,9.985600000000001e-06
1.6054049,1.6178365,0.08753479,0.5546271,7.5062823,0.0,9.985600000000001e-06
1.6048189,1.6133401,0.087483704,0.5544439,7.69293,0.0,9.985600000000001e-06
1.6041112,1.6063179,0.08743235,0.55421215,7.880844,0.0,9.985600000000001e-06
1.6037827,1.6006325,0.08738366,0.55412936,8.067455,0.0,9.985600000000001e-06
1.6034292,1.5964185,0.08735652,0.55401516,8.239572,0.0,9.985600000000001e-06
1.611459,1.6186868,0.0875783,0.5544407,3.8469408,0.0016666666666666668,9.985600000000001e-06
1.6191031,1.6240335,0.08791175,0.55553705,3.1443372,0.0033333333333333335,9.985600000000001e-06
1.6257662,1.636741,0.0882157,0.5562235,2.9335647,0.005000000000000001,9.985600000000001e-06
1.6321937,1.6377699,0.08848591,0.55696446,2.7851815,0.006666666666666667,9.985600000000001e-06
1.63895,1.6497067,0.08881261,0.5578674,2.669991,0.008333333333333333,9.985600000000001e-06
1.6448914,1.6590148,0.08911647,0.55853873,2.5753307,0.010000000000000002,9.985600000000001e-06
1.651131,1.6544933,0.089420035,0.55938905,2.495009,0.011666666666666667,9.985600000000001e-06
1.6571194,1.6617956,0.0897437,0.56017005,2.4251213,0.013333333333333334,9.985600000000001e-06
